bag_index,true_burden,pred_burden,abs_error,quantifier,protocol,bag_size
527,0.0799999999999999,0.0134133209086807,0.0665866790913192,SVM-HDy,APP,100
528,0.92,0.4724756855015543,0.4475243144984457,SVM-HDy,APP,100
529,0.6,0.3585297586370841,0.2414702413629158,SVM-HDy,APP,100
530,0.98,0.700849102314498,0.2791508976855019,SVM-HDy,APP,100
531,0.6599999999999999,0.3170125368338394,0.3429874631661604,SVM-HDy,APP,100
532,0.38,0.0987687734221239,0.281231226577876,SVM-HDy,APP,100
533,0.73,0.4693573141027314,0.2606426858972686,SVM-HDy,APP,100
534,0.8,0.545299634934874,0.254700365065126,SVM-HDy,APP,100
535,0.89,0.4626770070385593,0.4273229929614407,SVM-HDy,APP,100
536,0.43,0.1336044711930035,0.2963955288069965,SVM-HDy,APP,100
537,0.31,0.1474374539243945,0.1625625460756055,SVM-HDy,APP,100
538,0.3299999999999999,0.1232258000749714,0.2067741999250285,SVM-HDy,APP,100
539,0.06,1.760669388062297e-11,0.0599999999823933,SVM-HDy,APP,100
540,1.0,0.6848978944665434,0.3151021055334566,SVM-HDy,APP,100
541,0.36,0.1375131263975287,0.2224868736024712,SVM-HDy,APP,100
542,0.4,0.1570711363411568,0.2429288636588431,SVM-HDy,APP,100
543,0.42,0.1142787317701247,0.3057212682298753,SVM-HDy,APP,100
544,0.04,0.0131413959156625,0.0268586040843374,SVM-HDy,APP,100
545,0.99,0.8770355049702636,0.1129644950297363,SVM-HDy,APP,100
546,0.31,0.1404075471936815,0.1695924528063185,SVM-HDy,APP,100
547,0.1899999999999999,0.0212978609761358,0.1687021390238641,SVM-HDy,APP,100
548,0.5,0.179145420585693,0.3208545794143069,SVM-HDy,APP,100
549,0.6699999999999999,0.3622781517176401,0.3077218482823598,SVM-HDy,APP,100
550,0.2099999999999999,0.0941564392771719,0.1158435607228279,SVM-HDy,APP,100
551,0.91,0.5715928321523394,0.3384071678476607,SVM-HDy,APP,100
552,0.56,0.2543301335668368,0.3056698664331632,SVM-HDy,APP,100
553,0.49,0.2276675478942733,0.2623324521057266,SVM-HDy,APP,100
554,0.31,0.0437595449431723,0.2662404550568277,SVM-HDy,APP,100
555,0.91,0.5673452435330436,0.3426547564669564,SVM-HDy,APP,100
556,0.78,0.3052100556711261,0.4747899443288739,SVM-HDy,APP,100
557,0.5900000000000001,0.2935672205349636,0.2964327794650364,SVM-HDy,APP,100
558,0.38,0.1750312636562316,0.2049687363437683,SVM-HDy,APP,100
559,0.12,0.0448323818975615,0.0751676181024384,SVM-HDy,APP,100
560,0.39,0.1796972398298794,0.2103027601701206,SVM-HDy,APP,100
561,0.87,0.4334451569794695,0.4365548430205305,SVM-HDy,APP,100
562,0.02,0.0087527532179219,0.0112472467820781,SVM-HDy,APP,100
563,0.13,0.0194404415331677,0.1105595584668323,SVM-HDy,APP,100
564,0.5,0.2010900454230986,0.2989099545769014,SVM-HDy,APP,100
565,0.0799999999999999,0.0131354381807147,0.0668645618192852,SVM-HDy,APP,100
566,0.4599999999999999,0.1415174282343093,0.3184825717656906,SVM-HDy,APP,100
567,0.0799999999999999,0.0063904918300118,0.0736095081699881,SVM-HDy,APP,100
568,0.18,0.1004760355529229,0.0795239644470771,SVM-HDy,APP,100
569,0.04,0.017371531571695,0.022628468428305,SVM-HDy,APP,100
570,0.0899999999999999,0.0159040861916982,0.0740959138083017,SVM-HDy,APP,100
571,0.97,0.8226211101179042,0.1473788898820958,SVM-HDy,APP,100
572,0.83,0.4725668033611061,0.3574331966388938,SVM-HDy,APP,100
573,0.62,0.1886018874186767,0.4313981125813232,SVM-HDy,APP,100
574,0.05,2.173758839596473e-09,0.0499999978262412,SVM-HDy,APP,100
575,0.7,0.2672787807238788,0.4327212192761211,SVM-HDy,APP,100
576,0.84,0.3288249773864697,0.5111750226135302,SVM-HDy,APP,100
577,0.12,0.0478479811423976,0.0721520188576023,SVM-HDy,APP,100
578,0.56,0.2231352564527899,0.3368647435472101,SVM-HDy,APP,100
579,0.0999999999999999,0.0062469545464248,0.0937530454535751,SVM-HDy,APP,100
580,0.84,0.5227545824735763,0.3172454175264236,SVM-HDy,APP,100
581,0.3399999999999999,0.1783033028206961,0.1616966971793038,SVM-HDy,APP,100
582,0.56,0.2355998528846583,0.3244001471153417,SVM-HDy,APP,100
583,0.93,0.55334749551821,0.3766525044817899,SVM-HDy,APP,100
584,0.31,0.1334131392043033,0.1765868607956967,SVM-HDy,APP,100
585,0.76,0.2826504884834662,0.4773495115165338,SVM-HDy,APP,100
586,0.97,0.738502922738965,0.2314970772610349,SVM-HDy,APP,100
587,0.95,0.6155669795227366,0.3344330204772633,SVM-HDy,APP,100
588,0.94,0.6272099231697952,0.3127900768302047,SVM-HDy,APP,100
589,0.0999999999999999,0.0118411984521982,0.0881588015478017,SVM-HDy,APP,100
590,0.27,0.0479206362390867,0.2220793637609133,SVM-HDy,APP,100
591,0.1099999999999999,0.0495222186699829,0.060477781330017,SVM-HDy,APP,100
592,0.3299999999999999,0.1031760115856761,0.2268239884143238,SVM-HDy,APP,100
593,0.48,0.2020121890822298,0.2779878109177701,SVM-HDy,APP,100
594,0.7,0.4006973217117683,0.2993026782882316,SVM-HDy,APP,100
595,0.01,0.0001607510133579,0.009839248986642,SVM-HDy,APP,100
596,0.64,0.2133032308098972,0.4266967691901028,SVM-HDy,APP,100
597,0.53,0.2512937430757053,0.2787062569242947,SVM-HDy,APP,100
598,0.63,0.1698146790734243,0.4601853209265757,SVM-HDy,APP,100
599,0.03,1.028846157269392e-06,0.0299989711538427,SVM-HDy,APP,100
600,0.83,0.482463423713332,0.3475365762866679,SVM-HDy,APP,100
601,0.6799999999999999,0.3775002038051797,0.3024997961948202,SVM-HDy,APP,100
602,0.3199999999999999,0.1213398868798046,0.1986601131201952,SVM-HDy,APP,100
603,0.94,0.5754487662141807,0.3645512337858192,SVM-HDy,APP,100
604,0.4,0.1716241886949204,0.2283758113050795,SVM-HDy,APP,100
605,0.53,0.2242327079374407,0.3057672920625592,SVM-HDy,APP,100
606,0.72,0.2583518807156358,0.4616481192843641,SVM-HDy,APP,100
607,0.77,0.3744931823134756,0.3955068176865244,SVM-HDy,APP,100
608,0.49,0.2234064247285547,0.2665935752714452,SVM-HDy,APP,100
609,0.64,0.3521931831375442,0.2878068168624558,SVM-HDy,APP,100
610,0.55,0.2297239772999539,0.320276022700046,SVM-HDy,APP,100
611,0.6699999999999999,0.3035619404015963,0.3664380595984036,SVM-HDy,APP,100
612,0.03,1.3749912319838129e-10,0.0299999998625009,SVM-HDy,APP,100
613,0.87,0.4386543986331882,0.4313456013668117,SVM-HDy,APP,100
614,0.91,0.5134829529824116,0.3965170470175884,SVM-HDy,APP,100
615,0.6599999999999999,0.2790563585513083,0.3809436414486916,SVM-HDy,APP,100
616,0.41,0.2089503616696194,0.2010496383303806,SVM-HDy,APP,100
617,0.35,0.1286219257863687,0.2213780742136312,SVM-HDy,APP,100
618,0.61,0.241735572231175,0.3682644277688249,SVM-HDy,APP,100
619,0.01,1.7932173412837926e-08,0.0099999820678265,SVM-HDy,APP,100
620,0.65,0.237702396972765,0.4122976030272349,SVM-HDy,APP,100
621,0.28,0.0945247876587415,0.1854752123412585,SVM-HDy,APP,100
622,0.37,0.165409531748799,0.2045904682512009,SVM-HDy,APP,100
623,0.1899999999999999,0.0861699605685265,0.1038300394314734,SVM-HDy,APP,100
624,0.03,1.1858315440704812e-09,0.0299999988141684,SVM-HDy,APP,100
625,0.12,0.0522931116499233,0.0677068883500766,SVM-HDy,APP,100
626,0.24,0.0772389375547071,0.1627610624452928,SVM-HDy,APP,100
627,0.31,0.0671317128676234,0.2428682871323766,SVM-HDy,APP,100
628,0.6699999999999999,0.3239298997173044,0.3460701002826954,SVM-HDy,APP,100
629,0.86,0.4147696569686977,0.4452303430313022,SVM-HDy,APP,100
630,0.94,0.5816673230589218,0.3583326769410782,SVM-HDy,APP,100
631,0.76,0.4394616984460017,0.3205383015539983,SVM-HDy,APP,100
632,0.5700000000000001,0.1797051204430867,0.3902948795569133,SVM-HDy,APP,100
633,0.48,0.2009755743592441,0.2790244256407558,SVM-HDy,APP,100
634,0.2299999999999999,0.0328856248527257,0.1971143751472742,SVM-HDy,APP,100
635,0.05,9.575840120845668e-11,0.0499999999042416,SVM-HDy,APP,100
636,0.89,0.5913656102887621,0.2986343897112379,SVM-HDy,APP,100
637,0.9,0.5500557355999476,0.3499442644000524,SVM-HDy,APP,100
638,0.42,0.0779153339929478,0.3420846660070522,SVM-HDy,APP,100
639,0.26,0.1342079550462634,0.1257920449537365,SVM-HDy,APP,100
640,0.16,0.0448995239726806,0.1151004760273194,SVM-HDy,APP,100
641,0.0699999999999999,6.507624550344815e-09,0.0699999934923754,SVM-HDy,APP,100
642,0.02,2.073579308259354e-09,0.0199999979264207,SVM-HDy,APP,100
643,0.61,0.2122027026847351,0.3977972973152648,SVM-HDy,APP,100
644,0.62,0.3414818199912189,0.278518180008781,SVM-HDy,APP,100
645,0.86,0.5182008244301597,0.3417991755698403,SVM-HDy,APP,100
646,0.3199999999999999,0.1106099813052222,0.2093900186947777,SVM-HDy,APP,100
647,0.35,0.1441031349550937,0.2058968650449062,SVM-HDy,APP,100
648,0.14,0.0304928868570711,0.1095071131429288,SVM-HDy,APP,100
649,0.91,0.5909145332541644,0.3190854667458356,SVM-HDy,APP,100
650,0.51,0.2097793437167074,0.3002206562832925,SVM-HDy,APP,100
651,0.42,0.1228538663290709,0.2971461336709291,SVM-HDy,APP,100
652,0.76,0.5370012586841343,0.2229987413158657,SVM-HDy,APP,100
653,0.84,0.497197851517146,0.3428021484828539,SVM-HDy,APP,100
654,0.15,0.0101954338846679,0.1398045661153321,SVM-HDy,APP,100
655,0.95,0.6048638282190257,0.3451361717809742,SVM-HDy,APP,100
656,0.53,0.3012451522153568,0.2287548477846431,SVM-HDy,APP,100
657,0.89,0.6042280768988313,0.2857719231011687,SVM-HDy,APP,100
658,0.55,0.295726718551036,0.254273281448964,SVM-HDy,APP,100
659,0.03,0.0020810049689671,0.0279189950310329,SVM-HDy,APP,100
660,0.5800000000000001,0.2288364182050155,0.3511635817949845,SVM-HDy,APP,100
661,0.15,0.0748982587622688,0.0751017412377311,SVM-HDy,APP,100
662,0.89,0.4963697348291469,0.3936302651708531,SVM-HDy,APP,100
663,0.73,0.2473046833629848,0.4826953166370151,SVM-HDy,APP,100
664,0.6,0.2862659713967997,0.3137340286032002,SVM-HDy,APP,100
665,0.61,0.1920687275274627,0.4179312724725372,SVM-HDy,APP,100
666,0.3299999999999999,0.0947363753904068,0.2352636246095931,SVM-HDy,APP,100
667,0.6599999999999999,0.3019094818759112,0.3580905181240886,SVM-HDy,APP,100
668,0.29,0.0950773676933359,0.194922632306664,SVM-HDy,APP,100
669,0.37,0.1780308383406664,0.1919691616593335,SVM-HDy,APP,100
670,0.61,0.3557275599424897,0.2542724400575102,SVM-HDy,APP,100
671,0.5700000000000001,0.1548284020862117,0.4151715979137883,SVM-HDy,APP,100
672,0.39,0.1719415517912433,0.2180584482087566,SVM-HDy,APP,100
673,0.93,0.3398911986601465,0.5901088013398534,SVM-HDy,APP,100
674,0.18,0.0831965744907058,0.0968034255092942,SVM-HDy,APP,100
675,0.35,0.1502458699940491,0.1997541300059508,SVM-HDy,APP,100
676,0.28,0.1137555573922304,0.1662444426077696,SVM-HDy,APP,100
677,0.47,0.2334488159366041,0.2365511840633958,SVM-HDy,APP,100
678,0.89,0.6304378599427104,0.2595621400572896,SVM-HDy,APP,100
679,0.6,0.2288300517726538,0.3711699482273461,SVM-HDy,APP,100
680,0.6,0.239681743176286,0.360318256823714,SVM-HDy,APP,100
681,0.6799999999999999,0.3773173072646795,0.3026826927353204,SVM-HDy,APP,100
682,0.98,0.720941366888393,0.2590586331116069,SVM-HDy,APP,100
683,0.27,0.0412865919668242,0.2287134080331757,SVM-HDy,APP,100
684,0.9,0.4559223682008176,0.4440776317991823,SVM-HDy,APP,100
685,0.4,0.2004776158457766,0.1995223841542234,SVM-HDy,APP,100
686,0.3,0.1915042698270808,0.1084957301729192,SVM-HDy,APP,100
687,0.37,0.1116574333611311,0.2583425666388689,SVM-HDy,APP,100
688,0.05,0.0017468736632529,0.048253126336747,SVM-HDy,APP,100
689,0.9,0.5326623088590687,0.3673376911409313,SVM-HDy,APP,100
690,0.14,2.167411583542389e-09,0.1399999978325884,SVM-HDy,APP,100
691,0.98,0.5993495855477866,0.3806504144522133,SVM-HDy,APP,100
692,0.47,0.1153931143025815,0.3546068856974184,SVM-HDy,APP,100
693,0.6,0.261150857246395,0.338849142753605,SVM-HDy,APP,100
694,0.48,0.1969783714206238,0.2830216285793762,SVM-HDy,APP,100
695,0.64,0.3638096073058888,0.2761903926941111,SVM-HDy,APP,100
696,0.81,0.5290890655362117,0.2809109344637883,SVM-HDy,APP,100
697,0.99,0.6627694886512554,0.3272305113487446,SVM-HDy,APP,100
698,0.49,0.2125872399897926,0.2774127600102073,SVM-HDy,APP,100
699,0.16,0.0508019294216286,0.1091980705783713,SVM-HDy,APP,100
700,0.63,0.2742652379913288,0.3557347620086711,SVM-HDy,APP,100
701,0.78,0.4500243041398325,0.3299756958601675,SVM-HDy,APP,100
702,0.92,0.5369458676735814,0.3830541323264186,SVM-HDy,APP,100
703,0.92,0.6638731368075899,0.2561268631924102,SVM-HDy,APP,100
704,0.78,0.3740454822017748,0.4059545177982252,SVM-HDy,APP,100
705,0.9,0.4796614829097867,0.4203385170902133,SVM-HDy,APP,100
706,0.74,0.3735645260234541,0.3664354739765458,SVM-HDy,APP,100
707,0.94,0.536566001087215,0.403433998912785,SVM-HDy,APP,100
708,0.94,0.6716890029263318,0.2683109970736681,SVM-HDy,APP,100
709,0.15,0.0154883767105247,0.1345116232894753,SVM-HDy,APP,100
710,0.84,0.3396621012003512,0.5003378987996487,SVM-HDy,APP,100
711,0.4499999999999999,0.2437435246883238,0.2062564753116761,SVM-HDy,APP,100
712,0.2299999999999999,0.039080487851591,0.1909195121484089,SVM-HDy,APP,100
713,0.55,0.2340873425220775,0.3159126574779225,SVM-HDy,APP,100
714,0.85,0.5632279332670362,0.2867720667329637,SVM-HDy,APP,100
715,0.81,0.4905055281091637,0.3194944718908363,SVM-HDy,APP,100
716,0.5700000000000001,0.2363014523697915,0.3336985476302085,SVM-HDy,APP,100
717,0.48,0.1289300586514771,0.3510699413485229,SVM-HDy,APP,100
718,0.6599999999999999,0.1856222580139174,0.4743777419860825,SVM-HDy,APP,100
719,0.2199999999999999,0.073409038585788,0.1465909614142119,SVM-HDy,APP,100
720,0.25,0.1193425556343777,0.1306574443656222,SVM-HDy,APP,100
721,0.0799999999999999,2.0629901120727823e-09,0.0799999979370098,SVM-HDy,APP,100
722,0.98,0.7474720660461294,0.2325279339538706,SVM-HDy,APP,100
723,0.1099999999999999,0.0248528769213348,0.0851471230786651,SVM-HDy,APP,100
724,0.61,0.2784874392620405,0.3315125607379594,SVM-HDy,APP,100
725,0.13,0.0386828279044106,0.0913171720955893,SVM-HDy,APP,100
726,0.31,0.0570683416382824,0.2529316583617176,SVM-HDy,APP,100
727,0.02,8.838713094760918e-10,0.0199999991161287,SVM-HDy,APP,100
728,0.25,0.1133954880966678,0.1366045119033321,SVM-HDy,APP,100
729,0.64,0.2439576806978183,0.3960423193021817,SVM-HDy,APP,100
730,0.5,0.2183692615229464,0.2816307384770535,SVM-HDy,APP,100
731,0.63,0.3417550204285474,0.2882449795714525,SVM-HDy,APP,100
732,0.64,0.1225868535504556,0.5174131464495444,SVM-HDy,APP,100
733,0.74,0.355618575969353,0.384381424030647,SVM-HDy,APP,100
734,0.51,0.2604225213763481,0.2495774786236518,SVM-HDy,APP,100
735,0.3199999999999999,0.0249810629124783,0.2950189370875216,SVM-HDy,APP,100
736,0.73,0.4056028827643283,0.3243971172356716,SVM-HDy,APP,100
737,0.48,0.2129702401693028,0.2670297598306971,SVM-HDy,APP,100
738,0.89,0.5294480788403328,0.3605519211596671,SVM-HDy,APP,100
739,0.85,0.4649111790970859,0.3850888209029141,SVM-HDy,APP,100
740,0.96,0.6303813787679469,0.3296186212320531,SVM-HDy,APP,100
741,0.03,1.3195200487814418e-10,0.029999999868048,SVM-HDy,APP,100
742,1.0,0.750180286717937,0.2498197132820629,SVM-HDy,APP,100
743,0.83,0.2828532406728914,0.5471467593271085,SVM-HDy,APP,100
744,0.39,0.0213709071749427,0.3686290928250573,SVM-HDy,APP,100
745,0.92,0.538264506513064,0.381735493486936,SVM-HDy,APP,100
746,0.12,0.0471538889658514,0.0728461110341485,SVM-HDy,APP,100
747,0.29,0.0681713857857579,0.221828614214242,SVM-HDy,APP,100
748,0.04,1.3696477285662922e-10,0.0399999998630352,SVM-HDy,APP,100
749,0.5,0.1784000996904774,0.3215999003095225,SVM-HDy,APP,100
750,0.7,0.4012112640883634,0.2987887359116365,SVM-HDy,APP,100
751,0.4599999999999999,0.1974256949563183,0.2625743050436816,SVM-HDy,APP,100
752,0.0699999999999999,0.0126113246998872,0.0573886753001127,SVM-HDy,APP,100
753,0.48,0.1476964668631173,0.3323035331368826,SVM-HDy,APP,100
754,0.74,0.399862798429343,0.3401372015706569,SVM-HDy,APP,100
755,0.13,0.035381599534921,0.0946184004650789,SVM-HDy,APP,100
756,0.63,0.2730509416811175,0.3569490583188824,SVM-HDy,APP,100
757,1.0,0.6487601488725039,0.3512398511274961,SVM-HDy,APP,100
758,0.76,0.4349099270269342,0.3250900729730658,SVM-HDy,APP,100
759,0.69,0.353311025382382,0.3366889746176179,SVM-HDy,APP,100
760,0.15,0.050111008058607,0.099888991941393,SVM-HDy,APP,100
761,0.55,0.2572091124488481,0.2927908875511519,SVM-HDy,APP,100
762,0.56,0.2419623892548176,0.3180376107451824,SVM-HDy,APP,100
763,0.6699999999999999,0.3244815682593069,0.3455184317406929,SVM-HDy,APP,100
764,0.12,0.0248751102181778,0.0951248897818221,SVM-HDy,APP,100
765,0.06,2.6145714482339603e-09,0.0599999973854286,SVM-HDy,APP,100
766,0.01,2.875785054534674e-09,0.0099999971242149,SVM-HDy,APP,100
767,0.63,0.2461250745705573,0.3838749254294427,SVM-HDy,APP,100
768,0.04,0.0281080051314678,0.0118919948685322,SVM-HDy,APP,100
769,0.2099999999999999,0.138288435159292,0.0717115648407079,SVM-HDy,APP,100
770,0.3299999999999999,0.164205071712542,0.1657949282874579,SVM-HDy,APP,100
771,0.76,0.4149604467068207,0.3450395532931792,SVM-HDy,APP,100
772,0.79,0.4742899485159156,0.3157100514840844,SVM-HDy,APP,100
773,0.84,0.501370107046734,0.3386298929532659,SVM-HDy,APP,100
774,0.0799999999999999,0.0020285549735046,0.0779714450264953,SVM-HDy,APP,100
775,0.71,0.304151769680692,0.4058482303193079,SVM-HDy,APP,100
776,0.55,0.327835221549321,0.222164778450679,SVM-HDy,APP,100
777,0.51,0.2914962431530793,0.2185037568469207,SVM-HDy,APP,100
778,0.2299999999999999,0.1084907344176555,0.1215092655823444,SVM-HDy,APP,100
779,0.16,0.0244364240289403,0.1355635759710597,SVM-HDy,APP,100
780,0.87,0.3529499717232626,0.5170500282767374,SVM-HDy,APP,100
781,0.5800000000000001,0.2601244364702207,0.3198755635297793,SVM-HDy,APP,100
782,0.16,0.0019678603619538,0.1580321396380462,SVM-HDy,APP,100
783,0.1899999999999999,0.0199917740050239,0.170008225994976,SVM-HDy,APP,100
784,0.9,0.5957497424794179,0.3042502575205821,SVM-HDy,APP,100
785,0.85,0.4620747366373299,0.3879252633626701,SVM-HDy,APP,100
786,0.7,0.2940017205402855,0.4059982794597144,SVM-HDy,APP,100
787,0.93,0.5467688254326962,0.3832311745673037,SVM-HDy,APP,100
788,0.5800000000000001,0.2633233297406906,0.3166766702593094,SVM-HDy,APP,100
789,0.9,0.6470269445395165,0.2529730554604835,SVM-HDy,APP,100
790,0.4399999999999999,0.1565811611178483,0.2834188388821516,SVM-HDy,APP,100
791,0.76,0.323696168322404,0.436303831677596,SVM-HDy,APP,100
792,0.41,0.1776801668118559,0.2323198331881441,SVM-HDy,APP,100
793,0.89,0.4598788952513056,0.4301211047486943,SVM-HDy,APP,100
794,0.03,3.5593031855185582e-09,0.0299999964406968,SVM-HDy,APP,100
795,0.0699999999999999,0.0057848392494929,0.064215160750507,SVM-HDy,APP,100
796,0.61,0.2147450217961969,0.395254978203803,SVM-HDy,APP,100
797,0.76,0.4393355360462406,0.3206644639537593,SVM-HDy,APP,100
798,0.75,0.4001774459251911,0.3498225540748089,SVM-HDy,APP,100
799,0.52,0.201295957631186,0.318704042368814,SVM-HDy,APP,100
800,0.97,0.6119969830494167,0.3580030169505832,SVM-HDy,APP,100
801,0.37,0.0883835111896321,0.2816164888103678,SVM-HDy,APP,100
802,0.6,0.2748948540850365,0.3251051459149634,SVM-HDy,APP,100
803,0.63,0.3336119962198048,0.2963880037801951,SVM-HDy,APP,100
804,0.1999999999999999,0.0591153567301773,0.1408846432698226,SVM-HDy,APP,100
805,0.3,0.1342877761430635,0.1657122238569365,SVM-HDy,APP,100
806,0.05,0.006782526455294,0.0432174735447059,SVM-HDy,APP,100
807,0.65,0.3048511140750358,0.3451488859249642,SVM-HDy,APP,100
808,0.1099999999999999,0.067827857528393,0.0421721424716069,SVM-HDy,APP,100
809,0.24,0.0862110243554006,0.1537889756445993,SVM-HDy,APP,100
810,0.65,0.314918779784598,0.335081220215402,SVM-HDy,APP,100
811,0.38,0.1274392805382979,0.2525607194617021,SVM-HDy,APP,100
812,0.72,0.3174104663538009,0.4025895336461991,SVM-HDy,APP,100
813,0.13,0.0435152021049836,0.0864847978950164,SVM-HDy,APP,100
814,0.89,0.464373125164637,0.425626874835363,SVM-HDy,APP,100
815,0.79,0.480399712645437,0.309600287354563,SVM-HDy,APP,100
816,0.8200000000000001,0.4862948637565758,0.3337051362434242,SVM-HDy,APP,100
817,0.6,0.2583462117798496,0.3416537882201503,SVM-HDy,APP,100
818,0.26,0.0843656471397313,0.1756343528602686,SVM-HDy,APP,100
819,0.48,0.1309466554481732,0.3490533445518268,SVM-HDy,APP,100
820,0.52,0.2051169350960053,0.3148830649039946,SVM-HDy,APP,100
821,1.0,0.7046838360700762,0.2953161639299237,SVM-HDy,APP,100
822,0.5800000000000001,0.3114941212873197,0.2685058787126804,SVM-HDy,APP,100
823,0.94,0.4642270357032485,0.4757729642967514,SVM-HDy,APP,100
824,0.8,0.2836189400668545,0.5163810599331455,SVM-HDy,APP,100
825,0.0699999999999999,0.0071934275854094,0.0628065724145905,SVM-HDy,APP,100
826,0.79,0.4061040989694007,0.3838959010305993,SVM-HDy,APP,100
827,0.15,0.0666712080408052,0.0833287919591947,SVM-HDy,APP,100
828,0.1999999999999999,0.052913978454629,0.1470860215453708,SVM-HDy,APP,100
829,0.85,0.4524993210793878,0.3975006789206121,SVM-HDy,APP,100
830,0.4,0.1011190615771164,0.2988809384228835,SVM-HDy,APP,100
831,0.89,0.5564101101126557,0.3335898898873443,SVM-HDy,APP,100
832,0.28,0.0862196499730582,0.1937803500269418,SVM-HDy,APP,100
833,0.37,0.0865136562296284,0.2834863437703715,SVM-HDy,APP,100
834,0.1899999999999999,0.0192566286803022,0.1707433713196977,SVM-HDy,APP,100
835,0.53,0.2514771355893241,0.2785228644106758,SVM-HDy,APP,100
836,0.0899999999999999,0.0409225058707082,0.0490774941292917,SVM-HDy,APP,100
837,0.96,0.5935124807465495,0.3664875192534504,SVM-HDy,APP,100
838,0.71,0.3178170139187235,0.3921829860812764,SVM-HDy,APP,100
839,0.29,0.0942902468076626,0.1957097531923374,SVM-HDy,APP,100
840,0.5900000000000001,0.2674351368333302,0.3225648631666699,SVM-HDy,APP,100
841,0.83,0.4793157257478175,0.3506842742521824,SVM-HDy,APP,100
842,0.9,0.5296906931745347,0.3703093068254653,SVM-HDy,APP,100
843,0.1899999999999999,0.0797020615996283,0.1102979384003716,SVM-HDy,APP,100
844,0.53,0.2049982677468158,0.3250017322531842,SVM-HDy,APP,100
845,0.12,0.0229257330424051,0.0970742669575948,SVM-HDy,APP,100
846,0.27,0.0915440485433368,0.1784559514566631,SVM-HDy,APP,100
847,0.6,0.3460820842082136,0.2539179157917863,SVM-HDy,APP,100
848,0.63,0.3038729644667398,0.3261270355332601,SVM-HDy,APP,100
849,0.49,0.2253068974138581,0.2646931025861418,SVM-HDy,APP,100
850,0.12,0.0068451016877653,0.1131548983122346,SVM-HDy,APP,100
851,0.27,0.1028653883960842,0.1671346116039157,SVM-HDy,APP,100
852,1.0,0.7445424053072733,0.2554575946927266,SVM-HDy,APP,100
853,0.31,0.0822694377762449,0.2277305622237551,SVM-HDy,APP,100
854,0.0899999999999999,0.0276882147764466,0.0623117852235532,SVM-HDy,APP,100
855,0.29,0.121963394538607,0.1680366054613929,SVM-HDy,APP,100
856,0.83,0.4371308787973701,0.3928691212026298,SVM-HDy,APP,100
857,0.52,0.1742667323511977,0.3457332676488023,SVM-HDy,APP,100
858,0.86,0.4845119230629519,0.3754880769370481,SVM-HDy,APP,100
859,0.65,0.2470573180212565,0.4029426819787435,SVM-HDy,APP,100
860,0.0699999999999999,0.0212025477476262,0.0487974522523737,SVM-HDy,APP,100
861,0.0799999999999999,0.0192530068370938,0.0607469931629061,SVM-HDy,APP,100
862,0.72,0.3615812636042862,0.3584187363957137,SVM-HDy,APP,100
863,0.6699999999999999,0.2411352291872952,0.4288647708127047,SVM-HDy,APP,100
864,0.4,0.2287296965675631,0.1712703034324368,SVM-HDy,APP,100
865,0.04,0.003167379508148,0.0368326204918519,SVM-HDy,APP,100
866,0.86,0.4718351014697143,0.3881648985302857,SVM-HDy,APP,100
867,0.75,0.4317812976011561,0.3182187023988438,SVM-HDy,APP,100
868,0.13,0.0011246423211593,0.1288753576788406,SVM-HDy,APP,100
869,0.51,0.1558237783336105,0.3541762216663895,SVM-HDy,APP,100
870,0.1099999999999999,0.0027957391995213,0.1072042608004786,SVM-HDy,APP,100
871,0.8200000000000001,0.4691155688681527,0.3508844311318473,SVM-HDy,APP,100
872,0.47,0.1222196363498102,0.3477803636501897,SVM-HDy,APP,100
873,0.6799999999999999,0.3283380607304701,0.3516619392695298,SVM-HDy,APP,100
874,0.69,0.2719967046316075,0.4180032953683924,SVM-HDy,APP,100
875,0.56,0.1472150085216265,0.4127849914783735,SVM-HDy,APP,100
876,0.5700000000000001,0.2055465084286961,0.3644534915713039,SVM-HDy,APP,100
877,0.65,0.2878534848753254,0.3621465151246745,SVM-HDy,APP,100
878,0.0899999999999999,0.0404104113318599,0.04958958866814,SVM-HDy,APP,100
879,0.27,0.0715042005672818,0.1984957994327182,SVM-HDy,APP,100
880,0.28,0.0494156360176722,0.2305843639823277,SVM-HDy,APP,100
881,0.72,0.2103110280680419,0.5096889719319581,SVM-HDy,APP,100
882,0.43,0.224271092777186,0.205728907222814,SVM-HDy,APP,100
883,0.2299999999999999,0.0774136332798171,0.1525863667201829,SVM-HDy,APP,100
884,0.2099999999999999,0.0995292300709226,0.1104707699290773,SVM-HDy,APP,100
885,0.6599999999999999,0.3569226592639135,0.3030773407360864,SVM-HDy,APP,100
886,0.2299999999999999,0.0969290922928793,0.1330709077071206,SVM-HDy,APP,100
887,0.27,0.0759841961674149,0.1940158038325851,SVM-HDy,APP,100
888,0.86,0.4607373520472583,0.3992626479527417,SVM-HDy,APP,100
889,0.14,0.0122487998219933,0.1277512001780066,SVM-HDy,APP,100
890,0.56,0.2246257683126464,0.3353742316873536,SVM-HDy,APP,100
891,0.52,0.2841825076972042,0.2358174923027958,SVM-HDy,APP,100
892,0.56,0.287500846363252,0.272499153636748,SVM-HDy,APP,100
893,0.4399999999999999,0.2180332431210085,0.2219667568789913,SVM-HDy,APP,100
894,0.38,0.1283619753262103,0.2516380246737897,SVM-HDy,APP,100
